ANID,Ware,Country,Province,Site_Name,Ceramic Type,As,La,Lu,Nd,Sm,U,Yb,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V,,,
 PCD749,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD750,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD756,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD757,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD758,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD761,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD762,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD763,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD764,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD765,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD767,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD768,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD786,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD789,Redwares,Guatemala,Peten,Zacpetén,Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD755,Redwares,Guatemala,Peten,Zacpetén,Ixpop Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD652,Redwares,Guatemala,Peten,Zacpetén,Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD653,Redwares,Guatemala,Peten,Zacpetén,Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD654,Redwares,Guatemala,Peten,Zacpetén,Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD655,Redwares,Guatemala,Peten,Zacpetén,Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD656,Redwares,Guatemala,Peten,Zacpetén,Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD657,Redwares,Guatemala,Peten,Zacpetén,Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD658,Redwares,Guatemala,Peten,Zacpetén,Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD659,Redwares,Guatemala,Peten,Zacpetén,Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD660,Redwares,Guatemala,Peten,Zacpetén,Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD661,Redwares,Guatemala,Peten,Zacpetén,Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD662,Redwares,Guatemala,Peten,Zacpetén,Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD754,Redwares,Guatemala,Peten,Zacpetén,Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD759,Redwares,Guatemala,Peten,Zacpetén,Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD718,Redwares,Guatemala,Peten,Zacpetén,Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD719,Redwares,Guatemala,Peten,Zacpetén,Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD720,Redwares,Guatemala,Peten,Zacpetén,Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD721,Redwares,Guatemala,Peten,Zacpetén,Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD748,Redwares,Guatemala,Peten,Zacpetén,Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD753,Redwares,Guatemala,Peten,Zacpetén,Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD722,Redwares,Guatemala,Peten,Zacpetén,Picú Incised: Picú Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD723,Redwares,Guatemala,Peten,Zacpetén,Picú Incised: Picú Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD724,Redwares,Guatemala,Peten,Zacpetén,Picú Incised: Picú Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD725,Redwares,Guatemala,Peten,Zacpetén,Picú Incised: Picú Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD751,Redwares,Guatemala,Peten,Zacpetén,Picú Incised: Picú Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD760,Redwares,Guatemala,Peten,Zacpetén,Picú Incised: Picú Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD731,Redwares,Guatemala,Peten,Zacpetén,Fulano Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD732,Redwares,Guatemala,Peten,Zacpetén,Fulano Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD733,Redwares,Guatemala,Peten,Zacpetén,Fulano Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD734,Redwares,Guatemala,Peten,Zacpetén,Fulano Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD735,Redwares,Guatemala,Peten,Zacpetén,Fulano Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD769,Redwares,Guatemala,Peten,Zacpetén,Fulano Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD788,Redwares,Guatemala,Peten,Zacpetén,Fulano Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD752,Redwares,Guatemala,Peten,Zacpetén,Sotano Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD726,Redwares,Guatemala,Peten,Zacpetén,Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD727,Redwares,Guatemala,Peten,Zacpetén,Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD728,Redwares,Guatemala,Peten,Zacpetén,Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD729,Redwares,Guatemala,Peten,Zacpetén,Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD730,Redwares,Guatemala,Peten,Zacpetén,Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD766,Redwares,Guatemala,Peten,Zacpetén,Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD770,Redwares,Guatemala,Peten,Zacpetén,Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD781,Redwares,Guatemala,Peten,Zacpetén,Xuluc Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD790,Redwares,Guatemala,Peten,Zacpetén,Xuluc Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD644,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD771,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD772,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD773,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD774,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD775,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD776,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD777,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD778,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD779,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD78,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD782,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD783,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD784,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD785,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD787,Redwares,Guatemala,Peten,Zacpetén,Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD706,Redwares,Guatemala,Peten,Zacpetén,Canté Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD707,Redwares,Guatemala,Peten,Zacpetén,Canté Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD708,Redwares,Guatemala,Peten,Zacpetén,Canté Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD709,Redwares,Guatemala,Peten,Zacpetén,Canté Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD710,Redwares,Guatemala,Peten,Zacpetén,Canté Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD713,Redwares,Guatemala,Peten,Zacpetén,Chompoxté Red-on-paste: Akalché Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD714,Redwares,Guatemala,Peten,Zacpetén,Chompoxté Red-on-paste: Akalché Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD715,Redwares,Guatemala,Peten,Zacpetén,Chompoxté Red-on-paste: Akalché Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD716,Redwares,Guatemala,Peten,Zacpetén,Chompoxté Red-on-paste: Akalché Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD717,Redwares,Guatemala,Peten,Zacpetén,Chompoxté Red-on-paste: Akalché Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD739,Redwares,Guatemala,Peten,Zacpetén,Chompoxté Red-on-paste: Akalché Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD711,Redwares,Guatemala,Peten,Zacpetén,Tirso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD712,Redwares,Guatemala,Peten,Zacpetén,Tirso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD736,Redwares,Guatemala,Peten,Zacpetén,Tirso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD737,Redwares,Guatemala,Peten,Zacpetén,Tirso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD738,Redwares,Guatemala,Peten,Zacpetén,Tirso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD740,Redwares,Guatemala,Peten,Zacpetén,Tirso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD741,Redwares,Guatemala,Peten,Zacpetén,Tirso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD742,Redwares,Guatemala,Peten,Zacpetén,Tirso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*PCD692,Incensarios,Guatemala,Peten,Zacpetén,Chaman Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD693,Incensarios,Guatemala,Peten,Zacpetén,Chaman Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD694,Incensarios,Guatemala,Peten,Zacpetén,Chaman Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD695,Incensarios,Guatemala,Peten,Zacpetén,Chaman Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD696,Incensarios,Guatemala,Peten,Zacpetén,Chaman Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD663,Incensarios,Guatemala,Peten,Zacpetén,Extranjeros Impressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD664,Incensarios,Guatemala,Peten,Zacpetén,Extranjeros Impressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD665,Incensarios,Guatemala,Peten,Zacpetén,Extranjeros Impressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD640,Incensarios,Guatemala,Peten,Zacpetén,Fijate Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD682,Incensarios,Guatemala,Peten,Zacpetén,Fijate Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD683,Incensarios,Guatemala,Peten,Zacpetén,Fijate Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD684,Incensarios,Guatemala,Peten,Zacpetén,Fijate Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD622,Incensarios,Guatemala,Peten,Zacpetén,Gotas Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD638,Incensarios,Guatemala,Peten,Zacpetén,Gotas Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD678,Incensarios,Guatemala,Peten,Zacpetén,Gotas Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD679,Incensarios,Guatemala,Peten,Zacpetén,Gotas Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD680,Incensarios,Guatemala,Peten,Zacpetén,Gotas Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD625,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD626,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD627,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD631,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD642,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD643,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD697,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD698,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD699,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD700,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD701,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD702,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD703,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD704,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD705,Incensarios,Guatemala,Peten,Zacpetén,Idolos Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD601,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD602,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD603,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD604,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD605,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD606,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD607,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 * PCD608,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD609,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD610,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD611,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD612,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD615,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD616,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD617,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD618,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD619,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD619,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD632,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD633,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD637,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD639,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD641,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD645,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD646,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD647,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD648,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD651,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD672,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD673,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD674,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD675,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD676,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD677,Incensarios,Guatemala,Peten,Zacpetén,Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD614,Incensarios,Guatemala,Peten,Zacpetén,La Justa Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD620,Incensarios,Guatemala,Peten,Zacpetén,La Justa Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD621,Incensarios,Guatemala,Peten,Zacpetén,La Justa Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD635,Incensarios,Guatemala,Peten,Zacpetén,La Justa Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD636,Incensarios,Guatemala,Peten,Zacpetén,La Justa Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD649,Incensarios,Guatemala,Peten,Zacpetén,La Justa Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD650,Incensarios,Guatemala,Peten,Zacpetén,La Justa Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD666,Incensarios,Guatemala,Peten,Zacpetén,La Justa Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD667,Incensarios,Guatemala,Peten,Zacpetén,La Justa Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD668,Incensarios,Guatemala,Peten,Zacpetén,La Justa Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD628,Incensarios,Guatemala,Peten,Zacpetén,Kulut Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD629,Incensarios,Guatemala,Peten,Zacpetén,Kulut Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD681,Incensarios,Guatemala,Peten,Zacpetén,Kulut Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD685,Incensarios,Guatemala,Peten,Zacpetén,Kulut Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD743,Incensarios,Guatemala,Peten,Zacpetén,Kulut Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD613,Incensarios,Guatemala,Peten,Zacpetén,Mumul Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD669,Incensarios,Guatemala,Peten,Zacpetén,Mumul Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD670,Incensarios,Guatemala,Peten,Zacpetén,Mumul Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD671,Incensarios,Guatemala,Peten,Zacpetén,Mumul Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD623,Incensarios,Guatemala,Peten,Zacpetén,Pitufo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD624,Incensarios,Guatemala,Peten,Zacpetén,Pitufo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD630,Incensarios,Guatemala,Peten,Zacpetén,Pitufo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD634,Incensarios,Guatemala,Peten,Zacpetén,Pitufo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD686,Incensarios,Guatemala,Peten,Zacpetén,Pitufo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD687,Incensarios,Guatemala,Peten,Zacpetén,Pitufo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD688,Incensarios,Guatemala,Peten,Zacpetén,Pitufo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD689,Incensarios,Guatemala,Peten,Zacpetén,Pitufo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD690,Incensarios,Guatemala,Peten,Zacpetén,Pitufo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
